slug,total_downloads,rating_user,num_reviewers,plugin_age_since_release,last_update_year,freq_update_per_year,wp_requires,wp_tested,support_response_rate,open_issues,num_files,num_php_files,loc,plugin_size_kb,vulnerable
postaffiliatepro,89062,92,23,15,1,1,3.0.0,6.8.3,0,0,92,36,11661,1375.88,1
branded-social-images,14364,100,3,4,1,1,4.7,6.8.3,1,0,98,40,5878,2223.48,1
gutensee,1049,0,0,1,1,1,5.3,6.7.4,0,0,76,11,3227,9392.5,1
responsive,9355,80,2,9,9,0.111,3,False,0,0,2,1,57,2.74,1
change-login-page-logo,6075,100,1,4,1,1,2.7,6.5.7,0,0,12,7,470,235.54,0
simple-custom-post-order,4043402,96,566,12,1,1,6.2,6.9.1,0,2,17,3,1187,1633.14,1
swatchly,155710,88,27,4,1,1,4,6.9.1,1,0,169,106,15962,1971.5,1
tamara-checkout,31786,100,1,5,1,1,5,6.9.1,0,1,861,734,92706,7398.62,1
rss-importer,1343223,40,10,15,1,1,3,6.6.4,0,0,3,1,188,9.05,0
simple-reverse-comments,4959,0,0,17,17,0.059,2,2.5.1,0,0,2,1,25,1.37,0
header-footer-custom-html,15478,60,2,4,1,1,4.8,6.8.3,0,0,241,165,55204,3914.24,0
naver-webmaster-tool-syndication-v2,17431,100,2,11,8,0.125,3.7.1,4.0.0,0,0,18,14,749,35.75,0
demon-image-annotation,17150,100,2,15,1,1,2.5,6.9.1,0,0,24,11,2144,326.5,1
wpzoom-addons-for-beaver-builder,75274,100,2,7,1,1,6,6.9.1,0,0,115,64,13134,892.65,1
sliding-panel,36822,90,4,16,12,0.083,3.6,3.7.41,0,0,10,3,460,63.06,0
lgpd-framework,6065,0,0,5,2,0.5,4.7,6.2.8,0,0,276,211,11453,1943.99,1
wptextresizecontrols,10977,80,1,13,13,0.077,3.2,3.3.2,0,0,3,1,74,6.27,0
return-shortlink-button,3337,100,1,10,1,1,4.4,6.9.1,0,0,2,1,11,1,0
wp-seo-structured-data-schema,1079998,80,68,10,1,1,4.5,6.8.3,0,0,71,14,6331,582.06,1
anonymous-restricted-content,26527,86,9,7,1,1,5.3,6.7.4,0,0,27,15,1482,100.94,1
grab-image-from-remote-url,1968,0,0,7,7,0.143,4.0.0,4.9.28,0,0,2,1,127,6.02,0
foobox-image-lightbox,2828298,78,93,11,1,1,3.5.1,6.9.1,0.5,1,258,180,54639,4063.72,1
disable-styles-scripts,2366,84,5,11,11,0.091,1.0.0,4.0.38,0,0,5,3,277,171.26,0
master-qr-generator,12825,60,3,5,1,1,4.6.0,6.8.3,0,0,54,27,2360,597.67,0
pardot,214244,52,16,13,1,1,5.5,6.4.7,0,0,39,13,4425,1523.37,1
relation-post-types,8209,100,1,15,12,0.083,3,3.5.2,0,0,23,15,1333,92.44,0
cf7-email-add-on,36641,92,9,7,1,1,6.6,6.8.3,0,0,131,17,2612,6153.12,1
wp-roadmap,12908,78,7,5,1,1,3.0.1,6.9.1,0,0,51,29,5272,1049.65,1
wp-crowdfunding,157343,88,89,9,1,1,5.9,6.7.4,0,0,153,115,13564,1400.37,1
simple-image-sizes,979615,92,90,15,1,1,False,False,0,0,38,16,2244,317.77,1
uptodown-apk-download-widget,82033,100,2,9,1,1,3.0.1,6.9.1,0,0,9,2,1633,513.56,1
wp-wiki-tooltip,14853,96,18,10,1,1,3,6.8.3,0,0,58,9,1373,2110.16,1
display-links-by-category,4002,0,0,14,14,0.071,3.2.1,3.2.1,0,0,2,1,103,6.97,0
event-calendar-with-map-view,7313,84,5,10,10,0.1,3.8,4.4.34,0,0,39,8,1007,2082.14,0
dynamic-product-categories-design,6334,100,2,3,1,1,5,6.8.3,0,0,396,235,69215,6229.82,1
mww-disclaimer-buttons,13966,100,3,9,1,1,4.2,6.8.3,0,2,4,1,210,14.92,1
disable-xml-rpc,599121,86,29,13,1,1,3.5,6.9.1,0,1,2,1,25,4.46,0
reviewstap,1784,100,2,6,1,1,5.0.0,6.7.4,0,0,5,4,291,18.27,1
magic-meta-box,6358,0,0,10,4,0.25,4,5.8.12,0,0,118,50,1328,1564.06,0
float-block,3559,100,1,10,1,1,4.9,6.9.1,0,0,2,1,168,9.83,1
sparkle-elementor-kit,2184,0,0,5,1,1,5.8.0,6.4.7,0,0,100,52,21577,2047.03,1
kkprogressbar,7651,0,0,15,13,0.077,3,3.0.5,0,0,135,11,1960,1695.03,1
paid-memberships-pro-takbull-gateway,2985,0,0,5,1,1,4.4,6.7.4,0,1,13,8,2087,147.09,0
gestpay-for-woocommerce,43277,76,9,9,1,1,4.7,6.9.1,1,0,71,31,6814,728.67,1
letsrecover-woocommerce-abandoned-cart,1075,0,0,4,3,0.333,5,6.1.9,0,0,462,309,36179,5042.21,1
auto-fill-infusionsoft-forms,2876,100,1,9,1,1,False,6.5.7,0,0,3,1,111,14.71,0
tlp-team,503070,90,67,10,1,1,5,6.9.1,1,0,227,93,18419,4363.43,1
convertkit,4160661,96,87,10,1,1,5.6,6.9.1,1,0,249,154,32928,1730.32,1
sm-page-duplicator,9945,0,0,6,6,0.167,5,5.3.20,0,0,2,1,104,5.7,0
brief-message,2892,0,0,5,1,1,4.7,6.9.1,0,0,20,6,571,52.58,0
woo-checkout-regsiter-field-editor,105900,92,29,7,1,1,4.9,6.8.3,0,0,46,16,5312,981.22,1
podlove-web-player,191581,74,14,13,1,1,4.9.6,6.8.3,0,0,126,23,2625,16417.05,1
audio-player-widget,47301,60,2,15,15,0.067,2.8,3.1.4,0,0,4,1,103,15.1,0
lastfm-for-wordpress,29128,0,0,18,17,0.059,2.1,2.7,0,0,2,1,187,10.12,0
blog-designer-pack,871078,94,73,7,1,1,5.8,6.9.1,0,0,337,226,63217,6323.17,1
media-downloader,21978,86,4,16,1,1,5,6.9.1,0,0,118,101,44760,2243.22,1
integrar-getnet-con-woo,8914,100,7,3,1,1,5,6.8.3,0,0,3,1,375,23.84,1
userway-accessibility-widget,914710,80,56,9,1,1,4.7,6.9.1,0,0,11,5,461,30.57,0
added-to-cart-popup-woocommerce,137689,88,70,9,1,1,4,6.9.1,0,0,44,20,2308,272.21,0
drafts-of-post-revisions,4867,98,7,13,12,0.083,3.4,3.4.2,0,0,37,21,2775,718.52,0
wdesignkit,494118,96,12,2,1,1,6,6.8.3,0,0,243,41,11395,10785.87,1
search-my-theme,4719,100,3,12,5,0.2,3.3,5.6.16,0,0,10,2,988,68.07,0
keyword-filter,3403,0,0,14,14,0.071,2.7,3.3.2,0,0,2,1,24,1.6,0
google-distance-calculator,13103,68,5,15,1,1,6,6.7.4,0,0,371,66,13951,3122.19,1
persian-woocommerce-sms,662759,90,115,12,1,1,5.8,6.8.3,0,4,262,227,35621,2549.87,1
taxonomy-chain-menu,4317,0,0,5,1,1,4.1.0,6.9.1,0,0,14,1,463,100.8,1
small-package-quotes-wwe-edition,13160,100,1,9,1,1,6.4,6.9.1,0,1,71,47,10995,979.14,1
stick-admin-bar-to-bottom,8128,100,1,15,13,0.077,3.1,3.3.2,0,0,5,1,20,164.44,0
css-js-manager,170390,96,90,7,1,1,3.0.1,6.9.1,0,0,60,29,2417,2887.92,1
minify-html-markup,241590,94,33,10,1,1,3.6.0,6.7.4,0,0,2,1,249,23.02,1
wp-naver-map-in-post,3313,0,0,10,9,0.111,3.0.1,4.5.33,0,0,32,1,159,926.96,0
schema,1414502,86,221,9,1,1,4,6.8.3,0,0,153,72,13656,3849.68,0
simple-post-notes,85471,100,24,10,1,1,6,6.8.3,0,0,7,1,478,61.61,1
simple-footnotes,22483,94,15,15,11,0.091,2.5,4.1.42,0,0,2,1,91,6.05,0
acf-content-analysis-for-yoast-seo,2531118,84,34,10,1,1,6.6,6.9.1,0,1,80,37,3797,281.72,0
iamport-for-woocommerce,68772,100,4,10,1,1,4.6,6.9.1,0,0,55,33,7057,596.24,1
google-trends-widget,4834,100,1,11,5,0.2,3.0.1,5.4.18,0,0,2,1,175,11.49,0
media-library-helper,149523,98,55,5,1,1,4.8,6.8.3,0,0,34,26,2559,144.09,1
yith-proteo-toolkit,64146,100,1,5,1,1,5.3,6.6.4,0,0,73,43,13714,1267.16,0
coupon-generator-for-woocommerce,121764,90,35,10,1,1,4.0.0,6.7.4,0,0,17,7,641,596.5,0
fg-fix-serialized-strings,11795,74,3,12,1,1,3,6.8.3,0,0,5,2,165,12.05,0
image-automatic-alt-text-and-caption,1842,0,0,7,7,0.143,3,5.0.24,0,0,3,2,49,2.83,0
dk-pricr-responsive-pricing-table,499623,92,92,11,1,1,3.6,6.9.1,0,0,26,13,1335,1188.08,1
locateandfilter,8951,100,12,6,1,1,4.5.0,6.8.3,0,0,284,32,6523,11662.25,1
fd-elementor-button-plus,80102,82,9,8,1,1,5.9,6.9.1,0,0,12,3,1927,421.05,1
woo-to-facebook-shop,46919,64,9,8,5,0.2,3.3.1,5.4.18,0,0,15,4,1413,402.27,0
image-uploader-for-welcart,31227,100,2,11,6,0.167,4,5.3.20,0,0,3,1,355,192.11,0
subscribe2-widget-hack,5753,0,0,18,18,0.056,2.2,2.3.2,0,0,3,1,91,32.05,0
wp-postratings,2262619,86,179,20,1,1,4.9.6,6.6.4,0,0,144,13,3878,297.24,1
holler-box,186531,96,32,8,1,1,5,6.8.3,0,0,62,14,4433,17706.41,1
shortcodes-for-amp-web-stories-and-elementor-widget,17891,100,6,5,1,1,5,6.9.1,0,0,15,6,1002,113.96,1
accept-authorize-net-payments-using-contact-form-7,10514,100,8,5,1,1,4.9,6.9.1,0,1,526,287,40605,2526.76,1
addfreestats,53884,82,9,17,1,1,3.5.0,6.8.3,0,0,82,56,5345,392.36,1
wp-remove-category-base,81924,100,10,11,8,0.125,3.5,4.2.39,0,0,3,1,104,37.57,0
mpcx-slider,7611,100,1,10,8,0.125,4.2.3,4.9.28,0,0,18,4,441,1115.83,0
disable-remove-google-fonts,2836132,90,46,6,1,1,4.8,6.9.1,0,0,12,5,1202,128.13,0
bi-button-changer,2422,0,0,9,9,0.111,4,4.7.31,0,0,4,1,48,25.32,0
modify-comment-fields,1277,0,0,5,1,1,6,6.5.7,0,0,4,3,8980,398.34,1
woocommerce-direct-checkout,3123080,96,403,12,1,1,4.7,6.9.1,1,0,140,88,8428,1007.15,0
categories-images,889851,90,85,13,1,1,4,6.9.1,0,1,38,5,900,679.61,0
say-what,687489,86,91,13,1,1,6.2,6.9.1,0,0,35,20,2168,1631.66,0
spam-notifier,2924,100,1,11,1,1,3,6.8.3,0,0,9,1,258,93.48,0
twitter-friendly-links,32941,0,0,16,15,0.067,2.8,3.0.5,0,0,5,1,466,561.65,0
json-api-user,120811,78,21,12,1,1,3.0.1,6.8.3,0,0,4,2,704,47.29,1
sitemap-shortcode,3811,98,8,12,12,0.083,3.5,3.7.41,0,0,11,1,54,796.72,0
post-timeline,45226,84,21,9,1,1,4.8,6.8.3,0,0,207,37,7435,12811.67,1
front-end-only-users,230781,82,56,12,1,1,3.9,6.9.1,0,0,708,531,117649,8321.24,1
pwa,593532,86,27,7,1,1,6.6,6.8.3,0,0,129,56,5552,1899.31,0
import-vk,5192,60,2,8,1,1,4.1,6.7.4,0,1,18,2,456,653.49,0
parse-markdown,1350,0,0,5,5,0.2,5.2,5.5.17,0,0,17,9,1888,71.55,0
sign-up-sheets,63142,96,16,13,1,1,5.5,6.9.1,0,0,151,87,15752,2243.84,1
stax-buddy-builder,94036,92,56,5,1,1,5,6.9.1,0,0,218,149,28652,3950.59,1
moloni,93754,96,6,6,1,1,4.6,6.7.4,0,0,228,120,12318,5759.58,1
lightbox-images-for-divi,100781,100,14,8,1,1,5,6.9.1,0,0,3,1,309,25.75,0
cleverpush,37548,0,0,9,1,1,2.7,6.7.4,0,0,22,8,2073,161.33,0
disable-registration-email,5908,0,0,15,15,0.067,2.9,3.0.5,0,0,2,1,56,3.59,0
flexslider-hg,57354,76,12,13,4,0.25,False,5.7.14,0,0,13,2,584,68.41,0
property,1129,0,0,1,1,1,4.9,6.8.3,0,0,1214,791,136497,27704.95,1
bsk-gravity-forms-custom-validation,3525,60,2,5,1,1,4,6.9.1,0,0,33,21,3735,536.57,1
wc-smart-cod,328832,92,52,8,1,1,3.0.1,6.8.3,0,1,29,17,2753,253.28,0
genesis-simple-share,482824,88,33,11,1,1,3.7,6.9.1,0,0,29,7,1655,268.45,0
prodigy-commerce,24425,74,6,6,1,1,4.6,6.9.1,0,0,525,321,116223,9137.2,1
blockwheels,1849,0,0,1,1,1,6.2,6.7.4,0,0,404,214,61741,8472.8,1
appsero-helper,7590,100,2,7,1,1,4,6.9.1,0,0,69,56,6632,297.07,1
funbutler-booking,2869,100,1,4,3,0.333,5.1,6.1.0,0,0,19,12,413,2847.13,0
motion,4250,100,5,10,10,0.1,4,4.0.38,0,0,53,7,549,184.48,0
get-widget-id,8983,100,4,10,6,0.167,3.3,5.2.23,0,0,3,1,33,16.99,0
icon-block,288867,100,29,4,1,1,6.5,6.9.1,0,0,11,4,45,311.49,0
facturante,5884,20,3,5,1,1,4.0.1,False,0,0,75,54,4559,588.02,1
wp-ban,325366,74,27,19,1,1,4.3,6.5.7,0,0,4,3,781,38.43,1
flexible-elementor-panel,553526,98,74,8,1,1,5.9,6.9.1,0,0,38,9,1505,9512.39,1
live-forex-table,5637,100,2,10,9,0.111,2.5.1,4.6.30,0,0,6,3,332,21.81,0
wp-htaccess-editor,803899,100,102,14,1,1,4,6.9.1,0,0,21,3,1465,232.17,0
woo-thank-you-page-nextmove-lite,427055,94,145,8,1,1,5,6.9.1,0,7,595,281,35731,5323.24,1
side-menu-lite,142341,78,11,7,1,1,4.3,6.9.1,0,0,156,74,4906,2265.35,1
wpadcenter,30429,88,9,5,1,1,5,6.8.3,0,0,950,186,20088,19043.03,1
wp-keyboard-navigation,3009,100,4,12,12,0.083,2.7,3.6.1,0,0,2,1,102,4.06,0
gutenverse,1183526,98,186,4,1,1,False,6.9.1,0.14,6,535,154,43664,14660.09,1
wp-pdf-generator,44906,62,14,11,1,1,3.0.1,6.6.4,0,0,29,4,444,422.5,1
amr-shortcodes,3260,0,0,8,4,0.25,4,5.7.14,0,0,2,1,242,13.35,1
subscriptions-memberships-for-paypal,38254,78,12,9,1,1,3.5,6.9.1,0,1,14,13,3330,167.09,1
wp-ecards-invites,11827,88,26,10,1,1,3.0.1,6.9.1,0,0,34,25,1597,81.39,1
social-web-suite,64769,68,13,9,1,1,4.9.0,6.6.4,0,0,57,19,4824,672.94,1
mainwp-child-reports,1469791,86,6,10,1,1,6,6.9.1,0,0,197,59,21136,1487.75,1
wp-simple-html-sitemap,33533,98,10,7,1,1,6,6.9.1,1,0,34,8,1749,3440.72,1
bestfreebie-elementor-icons,18322,100,3,6,5,0.2,4.9.10,5.6.16,0,0,32,3,5337,8481.21,0
pauls-latest-posts,5410,0,0,17,16,0.062,2.3,2.7.1,0,0,2,1,357,29.67,0
new-contact-form-widget,119219,100,11,9,1,1,4,6.9.1,0,0,50,9,1908,3070.98,1
wip-woocarousel-lite,39550,100,1,9,1,1,3.5.0,6.8.3,0,0,32,6,690,402.2,1
dollie,11571,100,3,5,1,1,6,6.7.4,0,0,1232,1194,148749,8569.51,1
smart-archive-page-remove,94949,98,59,11,1,1,4,6.3.7,0,0,32,18,1946,85.61,0
zilla-payment-gateway,1174,0,0,4,3,0.333,3.0.0,6.0.11,0,0,13,5,842,319.76,0
restrict-user-access,617469,86,94,10,1,1,5.8,6.8.3,0,2,344,273,65822,3955.36,1
recent-posts-widget-with-thumbnails,3597867,96,212,11,1,1,4.6,6.9.1,0.8,1,9,5,1290,121.84,0
wp-server-date-time,5138,100,1,17,1,1,2.6,6.9.1,0,0,3,1,31,18.09,0
visibility-logic-elementor,532244,96,57,7,1,1,5,6.9.1,1,0,126,44,7187,634.13,1
smugmug-responsive-slider,8224,80,5,13,9,0.111,4,4.7.31,0,0,27,6,2080,1071.08,0
character-countdown,3754,100,3,11,11,0.091,3.1,4.7.31,0,0,5,1,185,158.03,0
contact-form-entries,981077,96,122,7,1,1,3.8,6.9.1,0,1,70,14,8274,1733.76,1
wpcf7-recaptcha,3901651,100,89,7,1,1,4.9,6.7.4,0,0,8,3,888,130.17,0
crop-thumbnails,834433,92,67,13,1,1,5,6.8.3,0,1,17,11,1508,689.74,0
highlight,3427,100,1,5,1,1,4.6,6.7.4,0,0,166,13,2045,11905.34,1
contact-form-to-wp-posts,4193,66,3,10,7,0.143,3.9,4.9.28,0,0,9,4,386,49.41,0
better-click-to-tweet,643448,96,48,11,1,1,3.8,7,0,0,64,25,3093,811.65,1
nofollow-link,19450,100,1,15,7,0.143,2,4.9.28,0,0,5,1,30,11.14,0
redirect-to-404,8656,74,3,9,9,0.111,3.2,4.5.33,0,0,5,2,150,124.33,0
pure-chat,247134,82,45,11,1,1,3.0.1,6.7.4,0,0,11,3,188,534.89,1
actionwear-products-sync,3912,100,1,2,1,1,5,6.7.4,0,0,124,99,6727,2690.37,1
really-simple-csv-importer,304152,98,107,12,8,0.125,3.6,4.3.34,1,0,30,6,1230,174.4,0
the-paste,99197,96,35,8,1,1,4.8,6.9.1,0,0,34,19,1561,289.11,0
zoho-forms,149033,54,14,9,1,1,2.8,6.8.3,0,0,17,3,324,249.5,1
bosa-elementor-for-woocommerce,428027,92,26,3,1,1,4,6.9.1,0,0,106,16,8717,4521.41,1
article-with-pictures,8734,0,0,3,1,1,5,6.9.1,0,0,6,5,1687,75.68,0
bruteguard,6538,100,2,8,3,0.333,4.4,5.9.12,0,0,14,5,635,33.01,1
marketer-addons,8782,0,0,11,11,0.091,3.6,3.7.41,0,0,3,1,545,20.75,1
simple-customizer,17578,90,4,12,5,0.2,3.4,5.6.16,0,0,22,12,2144,147.44,0
bm-custom-login,511238,96,14,18,1,1,6.6,6.9.1,0,0,162,61,11744,1389.94,0
athemes-blocks,232135,20,1,4,1,1,5.5,6.6.4,0,0,4117,126,29166,19191.28,0
instagram-widget-by-wpzoom,2563866,86,48,11,1,1,6,6.9.1,1,0,120,47,15314,2516.76,1
gs-pinterest-portfolio,130758,96,47,9,1,1,4.3,6.9.1,0,0,68,41,5966,1961.94,1
watermark-reloaded,169462,56,11,16,1,1,3.5,6.9.1,0,0,21,4,1166,3950.89,1
beam-me-up-scotty,46986,100,5,9,1,1,4,6.7.4,0,0,40,12,1270,2408.86,1
publish-to-schedule,75448,86,23,14,1,1,2.8,6.9.1,0,0,21,7,953,435.6,1
mightyforms,9382,98,8,6,1,1,3.0.0,6.7.4,0,0,23,8,389,152.72,1
mail-queue,8071,100,6,4,1,1,5.9,6.9.1,1,0,14,5,1451,249.67,1
advanced-local-pickup-for-woocommerce,148315,94,55,5,1,1,5,6.9.1,0,0,81,22,5780,2121.28,1
envo-elementor-for-woocommerce,397438,20,1,5,1,1,4.4,6.9.1,0,0,202,37,11669,2404.94,1
master-slider,3149137,92,501,11,1,1,5,6.8.3,0,1,276,48,9734,6759.13,1
wp-fixed-social-profile-icons,4309,94,3,11,2,0.5,3.5,6.4.7,0,0,11,1,234,27.63,0
debug-log-config-tool,55818,100,20,4,1,1,5.6,6.8.3,0,0,50,20,3987,9058.75,1
flat-login,3571,100,1,11,10,0.1,3.6,4.3.34,0,0,23,7,217,198.37,0
cookie-consent-box,10404,98,8,7,2,0.5,4.1.0,6.2.0,0,0,23,14,915,81.8,1
hide-category-by-user-role-for-woocommerce,5033,86,6,3,1,1,6.5,6.8.3,0,1,41,18,1572,680.98,1
fable-extra,32969,0,0,1,1,1,5.2,6.9.1,0,0,89,54,6304,2148.66,1
yotpo-social-reviews-for-woocommerce,130108,90,190,12,1,1,3.5.1,6.7.4,0,1,33,22,2322,166.19,1
cf7-notie,3035,100,3,10,10,0.1,3.1.0,4.3.34,0,0,23,15,862,74.14,0
widget-context,965913,90,96,16,1,1,3,6.6.4,0,0,26,16,2441,357.2,0
product-visibility-by-user-role-for-woocommerce,124338,74,20,8,1,1,4.4,6.9.1,1,0,15,10,2020,146.59,0
booking-activities,367936,98,119,8,1,1,4.1,6.9.1,0.5,1,153,46,43515,5266.84,1
wp-login-timeout-settings,14401,70,8,11,8,0.125,3,4.9.28,0,0,8,3,276,30.75,0
lightweight-social-icons,464543,94,63,11,5,0.2,4.5,5.4.18,0,0,11,1,579,211.94,0
list-children,6326,100,2,16,1,1,5.3,6.4.7,0,0,4,1,64,71.59,1
