slug,total_downloads,rating_user,num_reviewers,plugin_age_since_release,last_update_year,freq_update_per_year,wp_requires,wp_tested,support_response_rate,open_issues,num_files,num_php_files,loc,plugin_size_kb,vulnerable
fetch-spad,4190,0,0,3,1,1,6.2,6.8.3,0,0,206,154,17823,1402.7,0
mobile-friendly-twenty-ten,4185,0,0,10,3,0.333,4,4.8.27,0,0,3,1,18,3.99,0
wp-localscroll,4181,74,6,12,12,0.083,3.5,3.7.41,0,0,5,2,404,24.73,0
comment-redlist,4164,100,3,12,7,0.143,FALSE,4.9.28,0,0,12,5,1008,88.44,0
qualtrics-survey-embeds,4158,0,0,11,10,0.1,2.9.0,4.3.34,0,0,8,4,459,21.73,0
search-index-page-content,4107,100,3,12,11,0.091,3.6,4.0.38,0,0,7,1,229,29.51,0
eth-embed-anchor-fm,4093,0,0,3,3,0.333,4.7,6.0.11,0,0,9,5,282,25.38,0
media-item-url,4083,100,10,12,9,0.111,3.8,4.6.0,0,0,6,1,192,12.56,0
wp-minibar,4078,100,1,13,10,0.1,3.4,4.2.39,0,0,3,1,37,3.7,0
disable-feeds-and-hide-usernames,4064,80,3,9,7,0.143,3.0.1,5.0.24,0,0,3,1,36,20.67,0
add-tiktok-pixel-for-wooccommerce,4061,0,0,3,2,0.5,6.0.0,6.2.8,0,0,3,1,340,37.31,0
login-to-read-more,4061,100,1,12,12,0.083,3.5,3.5.2,0,0,2,1,49,2.92,0
media-filter,4058,100,3,13,11,0.091,3.8,3.9.40,0,0,9,1,198,106.82,0
mailster-piwik,4026,0,0,9,1,1,6,6.5.7,0,0,2,1,298,12.28,0
wp-squirrelmail,4021,0,0,10,9,0.111,3.0.1,4.5.33,0,0,15,10,970,79.08,0
simple-custom-posts-per-page,4003,0,0,14,14,0.071,2.7,3.1.4,0,0,7,2,77,43.88,0
display-links-by-category,4002,0,0,14,14,0.071,3.2.1,3.2.1,0,0,2,1,103,6.97,0
remove-quick-edit,3997,100,1,15,11,0.091,3,4.0.38,0,0,2,1,18,1.7,0
wpuf-login-redirect,3996,74,3,10,10,0.1,3.3,4.3.34,0,0,2,1,31,2.4,0
pullquote-shortcode,3981,100,1,13,11,0.091,3.8,3.9.40,0,0,11,1,82,235.13,0
lqthemes-companion,3976,0,0,7,7,0.143,4,4.9.28,0,0,129,89,15024,1910.2,0
addfunc-backgrounds,3967,100,1,7,7,0.143,3.0.1,5.0.24,0,0,10,3,1992,247.29,0
weepay-payment-gateway-sanal-pos-modulu,3963,0,0,4,1,1,4,6.7.4,0,0,15,2,502,86.64,0
digital-business-card,3946,20,2,4,2,0.5,4.7.0,6.4.7,0,0,61,8,982,8800.77,0
gravity-forms-sticky-form,3940,100,3,11,10,0.1,2.9.2,4.3.34,0,0,2,1,198,12.61,0
belcoio,3936,0,0,11,3,0.333,3.9.1,6.0.11,0,0,18,7,525,444.9,0
eprolo-pod-dropshipping,3930,60,5,3,1,1,4.4,6.8.3,0,0,25,9,1309,414.94,0
cf7-woo-product-registration,3923,100,2,7,1,1,4.5,6.7.4,0,0,28,18,1351,93.3,0
hot-accordion,3915,20,1,5,1,1,5,6.9.1,0,0,11,1,56,21.02,0
super-thorough-admin-color-scheme,3906,100,4,10,9,0.111,3.8,4.6.30,0,0,11,1,59,102.25,0
a-sticky-note,3899,0,0,5,5,0.2,5.2,5.5.17,0,0,9,2,53,49.36,0
ilc-folding,3899,0,0,16,16,0.062,2.6,2.7,0,0,4,1,19,17.09,0
spediex-for-theme,3890,0,0,3,3,0.333,4.9,5.9.12,0,0,49,45,10118,429.24,0
trustami-badge-for-customer-reviews-and-google-stars,3856,100,1,6,1,1,5.6,6.9.1,0,1,33,27,1930,129.55,0
advanced-comments-widget,3842,100,3,9,9,0.111,4.4,4.5.33,0,0,14,4,1133,923.17,0
wp-copyright,3830,0,0,8,7,0.143,4.6,4.9.28,0,0,5,1,867,38.27,0
sitemap-shortcode,3811,98,8,12,12,0.083,3.5,3.7.41,0,0,11,1,54,796.72,0
nutrifox,3781,0,0,6,4,0.25,4.4,5.9.12,0,0,6,1,113,11.35,0
aio-tools,3780,100,1,4,1,1,4.3,6.5.7,0,0,208,113,46256,2334.64,0
character-countdown,3754,100,3,11,11,0.091,3.1,4.7.31,0,0,5,1,185,158.03,0
digital-warranty-card-generator,3747,100,1,4,1,1,6.3,6.8.3,0,0,284,107,60949,32180.05,0
preserve-mainwp,3747,100,1,5,5,0.2,5,5.3.20,0,0,2,1,29,2.46,0
wp-image-zoomify,3733,100,1,9,9,0.111,3.1,4.5.33,0,0,4,1,48,6.45,0
dka-child-pages-widget,3730,0,0,13,9,0.111,2.0.2,4.6.30,0,0,8,1,113,150.82,0
wp-dashboard-cleaner,3708,100,1,8,2,0.5,3.0.1,6.4.7,0,0,31,12,716,168.96,0
similar-products,3708,100,1,9,4,0.25,3.5,5.6.16,0,0,8,2,623,32.53,0
mailpoet-for-formcraft,3703,0,0,10,10,0.1,3.6,4.2.39,0,0,6,1,132,29.22,0
bramework,3693,100,1,3,1,1,3.5.0,6.5.7,0,0,7,2,276,73.96,0
slick-carousel,3682,76,4,11,11,0.091,4.0.0,FALSE,0,0,28,5,962,167.34,0
custom-js,3677,0,0,9,9,0.111,4.6,4.6.30,0,0,6,1,72,24.92,0
themepaw-companion,3671,0,0,6,6,0.167,4.7,5.3.20,0,0,46,10,5788,2263.92,0
wp-floorplans,3664,100,1,10,10,0.1,3.7,4.3.34,0,0,12,5,696,55.87,0
japan-tenki,3662,0,0,14,14,0.071,2.9.2,3.2.1,0,0,7,1,1490,140.95,0
woo-quantity-based-shipping-rate,3660,60,2,9,9,0.111,3.0.1,4.5.33,0,0,6,1,349,231.78,0
wp-scroll-2,3660,100,1,8,1,1,3.3,6.8.3,0,0,6,1,179,46.79,0
better-media-library-fields,3653,98,7,12,11,0.091,3.8,4.1.42,0,0,4,1,54,22,0
debug-log,3650,100,1,9,9,0.111,2.6.0,4.5.33,0,0,2,1,96,5.71,0
wdv-storefront-homepage-control,3645,100,1,6,5,0.2,5.0.0,5.5.17,0,0,3,1,237,29.58,0
image-zoom-in-out,3633,100,1,9,9,0.111,4,4.4.34,0,0,4,1,70,12.17,0
simple-login-page-customizer,3604,100,3,9,6,0.167,3.0.1,5.2.23,0,0,9,1,1173,1204.76,0
f4-simple-whitelabel,3595,100,1,6,1,1,5.2,6.9.1,0,0,8,5,504,18.2,0
random-page-redirect-for-wordpress,3582,100,1,13,9,0.111,4.0.0,4.5.0,0,0,2,1,32,2.28,0
flat-login,3571,100,1,11,10,0.1,3.6,4.3.34,0,0,23,7,217,198.37,0
add-background-size-to-customizer,3519,100,1,10,10,0.1,3.4.0,4.2.39,0,0,4,1,69,141.35,0
yarpp-for-bbpress,3518,40,4,12,12,0.083,3.0.1,3.7.41,0,0,3,2,39,2.71,0
property-hive-rental-affordability-calculator,3515,0,0,5,1,1,3.8,6.9.1,0,0,11,2,150,265.62,0
acf-tab-accordion-title-icons,3509,0,0,8,1,1,4.7,6.7.4,0,0,14,1,151,628.99,0
backtop,3506,60,1,15,12,0.083,3.8,3.7.41,0,0,6,1,20,85.75,0
tradeup-extensions,3479,0,0,4,4,0.25,4,5.8.12,0,0,76,61,7958,491.78,0
a11y-buttons,3473,100,1,3,1,1,6.4,6.8.3,0,0,43,6,474,484.95,0
bordered-blocks,3473,100,5,3,1,1,5.9,6.9.1,0,0,15,6,821,287.33,0
in-page-script,3472,0,0,10,10,0.1,3.0.1,4.3.34,0,0,5,2,209,81.64,0
official-easymailing,3470,100,1,5,1,1,4.7.5,6.7.4,0,0,302,266,13595,2515.62,0
coming-soon-express,3451,100,1,7,4,0.25,4.9,5.8.12,0,0,21,8,1736,1022.22,0
simple-qr,3450,100,1,4,4,0.25,4.7,5.8.12,0,0,7,5,245,21.12,0
structured-social-profiles,3448,100,3,11,11,0.091,3.1,4.1.42,0,0,7,3,278,27.83,0
vc-galleria,3438,100,1,8,8,0.125,3.0.1,4.8.27,0,0,8,2,145,70.56,0
xiaodu-jsdelivr,3429,100,4,4,3,0.333,5.3,6.0.11,0,0,7,5,1385,71.85,0
combined-taxonomies-tag-cloud,3428,0,0,9,6,0.167,3.8,5.2.23,0,0,6,1,380,38.84,0
post6widgetarea,3421,100,1,12,12,0.083,3.4,3.5.2,0,0,12,3,706,158.14,0
auto-cart-update-on-quantity-change,3420,100,1,5,5,0.2,5,5.4.18,0,0,2,1,42,3.37,0
link-images-to-none,3419,100,2,12,12,0.083,2.8,3.7.41,0,0,2,1,16,2.29,0
pending-email-smtp,3414,100,3,4,4,0.25,5.7.0,5.7.14,0,0,5,3,168,24.25,0
maven-algolia,3412,50,2,11,11,0.091,3.6,3.9.40,0,0,43,18,3729,884.46,0
keyword-filter,3403,0,0,14,14,0.071,2.7,3.3.2,0,0,2,1,24,1.6,0
accredible-learndash-add-on,3354,0,0,3,1,1,6.2,6.9.1,0,0,71,36,3651,3570.78,0
press-tube,3343,0,0,8,8,0.125,4.6,FALSE,0,0,44,22,2342,327.37,0
return-shortlink-button,3337,100,1,10,1,1,4.4,6.9.1,0,0,2,1,11,1,0
wp-naver-map-in-post,3313,0,0,10,9,0.111,3.0.1,4.5.33,0,0,32,1,159,926.96,0
force-jquery-in-head,3306,100,1,5,1,1,4.4,6.7.4,0,0,2,1,15,1.49,0
multidomain-redirect,3284,100,3,13,13,0.077,2.0.2,3.4.2,0,0,2,1,35,2.48,0
disable-deprecated-warnings,3278,80,1,13,13,0.077,3,3.4.2,0,0,2,1,27,1.97,0
quick-page-navigation,3265,100,2,9,9,0.111,4.0.0,4.6.30,0,0,6,1,177,14.89,0
display-active-plugins-first,3231,100,2,8,5,0.2,4.6,5.5.17,0,0,2,1,33,1.75,0
disable-wp-emoji-icons,3201,100,1,9,2,0.5,3.0.1,6.4.7,0,0,4,3,73,3.83,0
realty-portal-agent-dashboard,3184,0,0,8,6,0.167,4.5,4.8.27,0,0,6,4,480,18.79,0
integration-for-cardconnect-and-gravity-forms,3177,0,0,5,1,1,3.6,6.9.1,0,0,72,61,7749,420.46,0
auto-fill-form-fields,3177,0,0,9,8,0.125,3.0.1,4.7.31,0,0,3,1,28,4.32,0
wen-maintenance-mode,3174,0,0,7,1,1,6,6.8.3,0,0,34,7,787,2836.43,0
stream-to-slack,3168,100,2,10,10,0.1,4.3,4.3.34,0,0,3,2,99,4.6,0
simple-breadcrumb,3148,0,0,10,10,0.1,3.0.1,4.4.34,0,0,5,1,96,489.79,0
mykraft-responsive-video-shortcode,3140,100,1,11,3,0.333,3,6.0.11,0,0,9,1,51,32.1,0
outranking,3134,0,0,4,2,0.5,5,6.1.9,0,0,21,8,1086,492.87,0
aomailer,3132,100,2,6,3,0.333,4.9.9,6.0.11,0,0,66,18,4072,1862.75,0
about-us-shortcode,3126,100,1,6,6,0.167,5.3,5.3.20,0,0,38,12,1586,775.8,0
payout-payment-gateway,3099,100,1,5,1,1,5.0.19,6.7.4,0,0,16,10,1110,61.66,0
unblock-cs-jss-for-googlebot,3092,0,0,10,10,0.1,3.0.1,4.4.34,0,0,2,1,39,3.15,0
guten-forms-akismet,3091,100,1,5,3,0.333,5,5.9.12,0,0,13,5,188,15.65,0
ctc-flatbuttons,3076,100,3,3,2,0.5,4.9,6.2.8,0,0,21,2,323,87.79,0
ga-code,3043,100,1,9,7,0.143,3.3,4.9.28,0,0,4,2,130,14.46,0
kingmailer-smtp,3042,0,0,5,1,1,3.3,6.8.3,0,1,12,7,1751,84.56,0
cf7-show-page,3038,100,3,8,7,0.143,4.5,4.9.28,0,0,6,3,3779,163.71,0
chart-for-elementor,3036,0,0,4,1,1,5.8,6.5.7,0,0,8,2,276,181.17,0
cf7-notie,3035,100,3,10,10,0.1,3.1.0,4.3.34,0,0,23,15,862,74.14,0
acf-wysiwyg-styling,3030,0,0,10,10,0.1,3.5.0,4.3.34,0,0,3,1,13,6.53,0
simple-paypal-button-for-visual-composer,3010,100,1,9,9,0.111,4,4.5.33,0,0,7,2,332,35.52,0
wp-keyboard-navigation,3009,100,4,12,12,0.083,2.7,3.6.1,0,0,2,1,102,4.06,0
wp-oniad,3009,0,0,8,6,0.167,4.6,5.3.20,0,0,5,1,170,95.72,0
innovator-ai,2996,100,8,3,2,0.5,5.8,6.2.8,0,0,51,33,2439,5720.27,0
paid-memberships-pro-takbull-gateway,2985,0,0,5,1,1,4.4,6.7.4,0,1,13,8,2087,147.09,0
simple-wistia-embed,2984,100,2,10,10,0.1,4.1,4.2.39,0,0,2,1,12,1.51,0
beautiful-pull-quotes,2959,90,2,9,9,0.111,3.0.1,4.5.33,0,0,14,1,136,182.77,0
remove-code-version-tags,2935,90,2,9,1,1,3.0.1,6.8.3,0,0,2,1,16,2.19,0
spam-notifier,2924,100,1,11,1,1,3,6.8.3,0,0,9,1,258,93.48,0
mk-post-and-page-excerpts-widgets,2922,0,0,12,4,0.25,5,5.7.14,0,0,5,3,434,23.52,0
advanced-pricing-addon-wpbakery,2906,100,1,4,1,1,6.3,6.6.4,0,0,6,2,436,45.99,0
brief-message,2892,0,0,5,1,1,4.7,6.9.1,0,0,20,6,571,52.58,0
auto-fill-infusionsoft-forms,2876,100,1,9,1,1,FALSE,6.5.7,0,0,3,1,111,14.71,0
cartstack-for-woocommerce,2875,0,0,9,1,1,3.0.1,6.7.4,0,0,16,1,310,2606.01,0
divisas-chilenas,2872,0,0,11,11,0.091,4.1.0,4.1.42,0,0,3,1,178,10.41,0
funbutler-booking,2869,100,1,4,3,0.333,5.1,6.1.0,0,0,19,12,413,2847.13,0
block-ecommerce-assets-via-robots-txt,2844,0,0,5,2,0.5,4.0.1,6.3.7,0,0,5,1,55,21.62,0
idpay-paid-memberships-pro,2840,0,0,6,3,0.333,FALSE,6.1.9,0,0,4,1,631,36.96,0
auto-login-user-on-register,2799,74,3,11,11,0.091,3.5,4.1.42,0,0,3,1,24,20.2,0
wp-jcryption,2769,94,3,11,10,0.1,3.8.1,4.8.27,0,0,18,3,397,282.22,0
bring-back-admin-menu-seperators,2764,100,2,12,12,0.083,3.8,3.7.41,0,0,2,1,25,1.98,0
rating-block,2754,0,0,5,4,0.25,5.3.2,5.8.12,0,0,14,2,58,54.38,0
zarehbin,2729,0,0,3,3,0.333,4.7,6.1.9,0,0,3,2,196,13.17,0
filter-posts-by-date-range,2728,100,1,7,4,0.25,3.7,5.8.12,0,0,18,2,121,238.17,0
cron-tasks-viewer,2725,100,1,11,11,0.091,2.7,4.0.38,0,0,8,5,79,174.71,0
article,2698,0,0,5,1,1,3.4,6.7.4,0,0,10,2,401,32.85,0
digitally-custom-posts,2675,0,0,4,4,0.25,5.8,5.8.12,0,0,20,16,816,75.26,0
ym-twitter-feed,2671,100,3,11,11,0.091,3.0.1,4.0.38,0,0,2,1,135,8.85,0
responsive-media,2669,100,1,9,7,0.143,4.0.0,4.9.28,0,0,6,2,208,13.34,0
maui-marketing-script-manager,2653,100,1,10,9,0.111,3.0.1,4.3.34,0,0,14,2,1260,343.35,0
sharpen-images,2638,80,4,10,10,0.1,3.0.1,4.4.34,0,0,2,1,37,2.73,0
nutsforpress-smtp-mail,2625,0,0,5,1,1,5.3,6.9.1,0,0,19,14,1348,78.62,0
debug-status-display-footer,2601,0,0,8,1,1,3.0.1,6.9.1,0,0,5,1,56,13.61,0
light-lms-quizz,2584,80,1,5,3,0.333,5.1,6.0.11,0,0,23,1,78,142.27,0
comment-star-rating,2561,80,1,9,7,0.143,4,5.0.24,0,0,33,15,941,382.39,0
pixel-clusters,2558,100,2,6,1,1,6.4,6.9.1,0,0,11,3,1246,166.67,0
aspiesoft-auto-embed,2539,0,0,5,2,0.5,3.0.1,6.0.11,0,0,20,8,971,143.51,0
custom-variables,2535,60,1,11,11,0.091,3.7,4.0.38,0,0,10,5,143,46.07,0
addon-package-for-elementor,2512,20,1,5,5,0.2,4,5.5.17,0,0,36,7,2600,289,0
thueapi-thanh-toan-don-gian-voi-he-thong-tu-dong,2499,100,3,4,2,0.5,FALSE,6.4.7,0,0,21,4,653,394.13,0
woo-smsapi-pl,2463,0,0,8,4,0.25,4,5.4.18,0,0,421,356,27068,1402.05,0
zola-crm-add-on-for-gravity-forms,2441,0,0,6,2,0.5,4.9,6.4.7,0,0,4,2,394,20.24,0
custom-recovery-mode-email,2427,100,1,6,1,1,6,6.8.3,0,0,8,6,296,17.84,0
bi-button-changer,2422,0,0,9,9,0.111,4,4.7.31,0,0,4,1,48,25.32,0
advanced-activecampaign-site-tracking,2421,100,1,8,7,0.143,3.0.1,4.8.27,0,0,4,2,142,25.14,0
prostudio-auto-meta-images,2404,80,4,5,5,0.2,5.1,5.4.18,0,0,2,1,44,5.93,0
online-succes,2392,0,0,6,2,0.5,3.0.1,6.2.8,0,0,3,1,283,49.83,0
disable-styles-scripts,2366,84,5,11,11,0.091,1.0.0,4.0.38,0,0,5,3,277,171.26,0
distance-calculator-by-avtodispetcherru,2339,100,1,13,6,0.167,3,5.3.20,0,0,7,3,263,16.69,0
disable-email-notifications-for-new-user-registration,2316,0,0,10,10,0.1,1,4.2.39,0,0,2,1,43,2.98,0
prettycode,2286,100,2,3,3,0.333,5.8,5.9.12,0,0,235,9,476,2698.56,0
simple-meta-tag-for-pages-and-post,2231,100,1,8,8,0.125,4.8.2,4.8.27,0,0,3,2,506,40.86,0
remove-website-link-field-from-comment-section,2211,100,1,5,2,0.5,5,6.4.7,0,0,3,1,21,24.15,0
hostvn-admin-optimize,2195,100,1,5,5,0.2,4.9,5.5.17,0,0,55,36,2655,1558.82,0
wp-open-files-in-new-window,2178,20,1,11,11,0.091,3.0.1,4.0.38,0,0,5,1,17,19.99,0
wp-admin-bar-mover,2172,100,2,10,10,0.1,3.0.1,4.2.39,0,0,13,1,87,359.68,0
columns-and-sections-link-for-elementor,2164,100,1,3,3,0.333,5,6.0.11,0,0,10,5,251,10.83,0
seo-auto-image-tags,2140,0,0,8,8,0.125,4.8,4.8.27,0,0,6,3,264,37.75,0
editor-blocks-border,2106,100,2,4,4,0.25,5,5.8.12,0,0,6,3,143,25.47,0
hide-google-recaptcha-logo,2081,100,1,4,2,0.5,3.0.0,6.2.8,0,0,4,2,45,3.21,0
set-html-lang-attribute-per-post,2074,86,3,11,11,0.091,3.0.1,4.1.42,0,0,9,1,163,16.16,0
ra-new-post-auto-set-status-private,2071,0,0,11,10,0.1,4,4.2.39,0,0,4,1,34,4.72,0
hide-update-wp-message,2062,0,0,9,2,0.5,3.5.0,6.3.7,0,0,2,1,14,1.32,0
sama-payment-gateway,2027,0,0,2,2,0.5,6.0.0,6.4.7,0,0,6,3,540,28.98,0
add-device-type-to-body-class,2026,100,1,7,2,0.5,3.2,6.4.7,0,0,3,2,1370,85.39,0
cf7-thank-you-page,2009,0,0,4,1,1,6,6.9.1,0,0,11,6,714,120.73,0
covid-19-float-button,1992,0,0,5,4,0.25,5.1,5.9.12,0,0,20,2,203,2894.23,0
duplicate-me,1982,0,0,5,1,1,3.8,6.5.7,0,0,4,3,311,11.82,0
data-soap-validation,1975,0,0,3,1,1,4.5,6.7.4,0,0,12,11,778,29.77,0
grab-image-from-remote-url,1968,0,0,7,7,0.143,4.0.0,4.9.28,0,0,2,1,127,6.02,0
webico-timline-flatsome-addons,1932,100,3,7,7,0.143,4.8.0,4.8.27,0,0,199,49,1584,758.77,0
simple-sticky-header-menu,1902,0,0,4,2,0.5,4.6,6.4.7,0,0,6,1,130,9.61,0
cvw-songkick-widget,1899,0,0,6,3,0.333,5.2,6.0.11,0,0,15,5,409,68.57,0
copywriting-cz,1898,0,0,7,2,0.5,5,6.2.8,0,0,4,3,238,10.75,0
direct-logout,1865,100,2,5,5,0.2,4.7,5.6.16,0,0,5,4,952,34.99,0
make-clickable-tweet,1864,0,0,13,13,0.077,2.7,3.3.2,0,0,2,1,14,2.45,0
fix-email-return-path,1847,20,1,8,5,0.2,3.0.1,5.5.17,0,0,2,1,18,1.43,0
image-automatic-alt-text-and-caption,1842,0,0,7,7,0.143,3,5.0.24,0,0,3,2,49,2.83,0
departamentos-y-ciudades-de-colombia-para-contact-form-7,1826,0,0,3,1,1,6.6,6.7.4,0,0,7,5,118,39.43,0
webar,1798,100,1,5,5,0.2,5.4.2,5.4.18,0,0,3,1,105,8.55,0
theme-support,1794,0,0,7,7,0.143,3.0.1,4.9.28,0,0,8,2,336,150.42,0
